Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Bermuda,BMU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,22400000,139800000,108500000,29500000,133700000,185800000,245600000,285000000,286300000,320400000,383100000,869200000,1010700000,768500000,951200000,872900000,964680000,1084640812.52,1430854602.19,1338700000,1523178962.31,1684872430.7,1879986161.76,,,,,,,,,,,,,,
Brazil,BRA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355753265039.033,406256893698.702,449296503317.304,492880944176.036,534546757978.59,554718312807.128,582065437733.012,621117796082.582,646876993595.688,686207028942.004,,
Barbados,BRB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100408000,118800000,1117237.85,1211584.86,1022855,948837,754591,776818,508956,476473,420526,441533,552516,239182,,,,,
Brunei Darussalam,BRN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4000000,2300000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36001000,44060000,49419000,58194000,71275000,22820624.53,23303583.23,23317877.4,22611941.28,24098000,214476688.98,222634965,207722000,224200000,,,
Botswana,BWA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Central African Republic,CAF,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446600558.7154,,,,2000705733,2365405520,1824898176,1987488416,2196698491,,0,0,0,0,0,,,
Canada,CAN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23144000000,25911000000,29547000000,30827000000,32871000000,33953000000,33585000000,35812000000,37285000000,39659000000,43672000000,46965000000,50740000000,53041000000,53977000000,56664000000,57936000000,62218000000,63341000000,64667000000,64969000000,67728000000,72389000000,76823000000,79628000000,82853000000,84187000000,84290000000,88005000000,93607000000,,
Central Europe and the Baltics,CEB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,6517000000,9353000000,10976000000,12017000000,12885000000,13681000000,14519000000,15143000000,16077000000,17338000000,18682000000,20048000000,21751000000,23368000000,24671000000,26014000000,27964000000,30166000000,19958798067.75,21535844446.9,22438283054.52,25831586604.91,25803223712.53,28030172832.93,28386442059.28,28750364106.91,28367370474.94,29497771126.39,30884820347.57,32593479069.51,33282967946.38,32459230133.87,31668609722.81,32240761459.8,33294131017.28,34905423876.96,36865484152.05,38153810000.85,38330307832.6,40961620946.01,41861561843.11,42786251836.19,43447218205.66,44189320747.8,44684450086.44,45171184184.32,46001640621.28,47141299864.29,,
Channel Islands,CHI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,20000000,60000000,250000000,1130000000,4370000000,10560000000,18130000000,40720000000,59710000000,51710000000,31320000000,35720000000,45570000000,54600000000,68650000000,84170000000,91870000000,127700000000,159560000000,188480000000,246150000000,276350000000,312910000000,349120000000,403050000000,449470000000,496840000000,527040000000,576760000000,628050000000,678900000000,727980000000,827630000000,932000000000,1050000000000,1148650000000,1289230000000,1371752398000,1493990000000,1623815597000,1802466000000,1968970000000,2110088627000,2252489302000,2441419589000,2627557000000,2786172675000,2994905889000,,
China,CHN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3003895310100,3381464321313.19,3647922000000,4241766000000,5754500000000,,,
Cote d'Ivoire,CIV,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52200000000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cameroon,CMR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800000000,8600000000,16600000000,18000000000,13710000000,11730000000,,,17750000000,18710000000,,,,,,,,,,,,,34345000000,36941000000,41000000000,44700000000,44700000000,45800000000,48131650312,,,
"Congo, Dem. Rep.",COD,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,2.33333333333333e-05,2.66666666666667e-05,3.33333333333333e-05,4e-05,4.66666666666667e-05,6e-05,7e-05,9.66666666666667e-05,0.00025,0.00027,0.000346666666666667,0.00042,0.000783333333333333,0.00104666666666667,0.00146333333333333,0.00199,0.00415333333333333,0.0180566666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49600000000,,,
Colombia,COL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014149113675.67,2229425010507.08,2463824941717.86,,,6956549781000,,,,,18284371000000,14833585000000,15068232000000,26730895000000,34031174000000,27224209000000,33340326484218.9,35018818716921.4,42392921402684,17493632468724.2,30637790507652.9,34924725889491.6,,
Comoros,COM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115176217,3807659627,4404662989,5122523984,4360183158,5489982449,6549239676,6773116127,6702795255,7522351572,7920017044,9459487234,10168686308,,,,
Costa Rica,CRI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,170000000,210000000,390000000,640000000,800000000,720000000,1340000000,1830000000,2130000000,2570000000,3940000000,7070000000,8670000000,10860000000,13450000000,19680000000,23630000000,30840000000,35970000000,48260000000,61930000000,81920000000,104240000000,120310000000,148470000000,189600000000,219930000000,283010000000,343640000000,399300000000,456090000000,510700000000,580428000000,697260000000,839300000000,1006400000000,1220623257377.14,1391885717046.66,1604618487693.06,1800535273793.18,1980168334694.68,2136840000000,2332186872585.87,2527789993632.32,2769644015702.86,2883988286881.61,3119222525644.84,3272034908491.52,,
Caribbean small states,CSS,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,6321825.33309185,7876652.64474417,7261556.12584875,7346986.19791756,8953071.55281116,11328027.556324,16539261.9525214,19871034.7632049,28875364.3592574,65456521.2191213,73504034.0080031,82610879.6905381,100363248.666437,113229017.519999,122848443.634947,133817664.888582,150049378.581656,164435802.718043,321183463.779712,344450435.296929,393349026.628598,454246018.579559,500137711.45919,793987089.807509,844561692.472244,901799840.758346,992355717.151283,1026356885.83467,1104781691.99384,1230534758.07912,1257359800.70873,1402932643.51398,1661444041.59419,1897743620.93652,1927985866.44888,2041266142.01212,2276711420.63375,1464200000,1552300000,1566000000,1510400000,1362300000,1444600000,1482900000,1542900000,1710100000,1846900000,2391200000,,
Czech Republic,CZE,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134492000000,164912000000,225507000000,257481000000,284700000000,306501000000,321591000000,342210000000,366790000000,397953000000,421368000000,452741000000,482059000000,524665000000,576647000000,599159000000,559307000000,577575000000,592018000000,599681000000,606057000000,628082000000,662215000000,702331000000,758736000000,832893000000,893890000000,,
Germany,DEU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,49636215826.5289,58905937632.6163,65077230638.6547,71171829862.5136,80564261720.0882,86367424571.6652,92390442932.1567,99441157973.8525,117397728841.464,126856628643.594,135216250901.152,138115275867.535,140635944841.832,147794031178.579,155944023764.847,162110203852.073,169861388771.008,177944913412.72,,247287000000,271613000000,288281000000,309458000000,328922000000,344326000000,355992000000,359030000000,363281000000,364043000000,368926000000,374147000000,381244000000,380892000000,380128000000,383836000000,382838000000,390031000000,392099000000,402316000000,417942000000,429995000000,440490000000,456875000000,475201000000,497421000000,521708000000,543905000000,567386000000,,
Djibouti,DJI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,2717000000,987000000,1101000000,1228000000,1387000000,1613000000,1796000000,2335000000,3018000000,3957000000,5833000000,9197000000,10447000000,11436000000,10276000000,13334000000,9828000000,10535000000,11946000000,12203000000,13218000000,14157000000,15237000000,13814000000,14415000000,15065000000,15224000000,24463000000,27944000000,27844000000,21154000000,21372000000,21539000000,21653000000,21558000000,21265000000,21110000000,20795000000,21985000000,22570000000,20986000000,19045000000,18808000000,18745000000,18529000000,18370000000,18187000000,18229000000,,
Dominican Republic,DOM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,13700000,15200000,16900000,19300000,20600000,22000000,25000000,29700000,36400000,35900000,39000000,43300000,59200000,59400000,75800000,118600000,175500000,247300000,378800000,582200000,748900000,906100000,1013500000,1142900000,1301500000,1732000000,1926300000,2150700000,2669100000,2792985470.7,2973547757.15,2529211778.26,869444061.98,1220639416.28,2611484306.59,3024548307.58,4582153050.28,6397639817.89,8703558214.98,5359831246.12,5589026484,5974075144.16,8661667368.96,11513546473.38,9934854217.39,8977877543.37,9667943494.47,9769657267.2,,
Algeria,DZA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,270000000,321000000,395000000,436000000,542000000,,707000000,1051000000,1175000000,1404000000,1836000000,2177000000,2319000000,2646000000,3036000000,3412000000,3866000000,4429000000,5357000000,6272000000,7157000000,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Euro area,EMU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,1595687137.13894,1993557150.24101,2516437681.0549,3372879929.80179,3872922000.64909,5927782385.53724,7657495221.95377,9225535802.29106,10580818097.6765,10936016251.3673,14213936268.6765,16286827016.6961,17693796353.0586,18877790198.6946,21465147308.0668,24987078239.7557,27451227867.7293,31602418472.708,35085884629.7164,38869856838.9167,43175507554.7222,45590374190.1362,47953553784.5732,,,,,,,,,,,,,,,,,,,,,,,141854000000,148855000000,160028000000,,
Estonia,EST,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512221.231868113,4458448.76063832,9724850.94762044,13958641.2732289,340690000,424390000,509780000,565200000,595890000,676410000,746970000,860470000,931710000,1013100000,1159160000,1366860000,1701400000,1916390000,1848140000,1906720000,1964730000,2032540000,2111940000,2222980000,2345470000,2491950000,2705980000,3037990000,3323040000,,
Ethiopia,ETH,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61500000,64200000,47800000,64400000,67400000,75700000,80800000,88200000,92100000,200000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
European Union,EUU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,202161887.606736,286255850.837492,340244175.231637,462012233.989771,590844185.659288,625659086.436821,613549555.731592,757350232.856184,851030907.895246,997018028.063837,1134259376.05643,1166551457.93704,1320611598.57578,1585339394.8262,1938702228.32184,1973180753.24645,2134304786.79658,2333607479.65347,2322338888.58054,2201916333.2341,2465298626.07283,3585262028.38003,4109335607.2341,13887000000,13833000000,14109000000,15065000000,15798000000,15992000000,17016000000,17268000000,17375000000,17988000000,19108000000,20505000000,21612000000,22559000000,22275000000,22902000000,24037000000,25528000000,25902000000,26288000000,26942000000,27938000000,27300000000,27916000000,28541000000,,
Fiji,FJI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10000,10000,20000,0,0,0,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,
France,FRA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,18675004611.5828,21510556332.1986,25840108421.7411,32029538521.5799,38264703326.59,44774276362.6274,51085665676.2562,61650382570.8088,69821649894.7339,78465509172.0951,91926757394.1585,104961148367.957,116547273678,125587500400.179,132066583632.769,141869817686.22,151796382994.617,165238270191.491,175945069570.109,183902298473.833,191399741141.569,194601170503.554,198046518293.12,240426000000,248830000000,251086000000,234763000000,245728000000,255577000000,265562000000,275738000000,287696000000,296501000000,309538000000,325961000000,338006000000,347387000000,350946000000,358438000000,372629000000,383485300000,395139000000,404959000000,409112000000,414467000000,426406000000,421069000000,404503000000,,
Faroe Islands,FRO,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Gabon,GAB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13746000000,15700000000,14964000000,20257000000,26414000000,26825749846,26335000000,23761805622,,
